SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ
1763763109.118677, -0.048333, 0.015263, -9.814730, -0.005532, 0.003055, -0.002932
1763763109.128668, -0.032471, 0.007332, -9.769989, -0.003181, 0.003880, -0.002785
1763763109.138288, -0.054318, 0.011522, -9.765350, -0.005422, 0.004129, -0.002898
1763763109.148689, -0.040701, 0.026785, -9.771485, -0.002855, 0.003937, -0.002026
1763763109.158684, -0.038756, 0.019303, -9.810092, -0.005707, 0.004059, -0.004045
1763763109.168685, -0.051924, 0.026486, -9.789741, -0.003789, 0.003282, -0.000375
1763763109.178691, -0.061052, 0.028880, -9.737966, -0.004014, 0.002746, -0.002888
1763763109.188684, -0.049530, 0.017208, -9.795128, -0.004940, 0.003547, -0.002684
1763763109.198684, -0.055516, 0.023643, -9.782259, -0.003585, 0.003347, -0.001174
1763763109.208690, -0.058209, 0.027234, -9.763405, -0.002972, 0.002011, -0.000587
1763763109.218681, -0.042198, 0.027533, -9.765500, 0.000011, 0.003123, -0.001943
1763763109.228688, -0.023493, 0.031723, -9.800515, -0.003603, 0.002005, -0.002449
1763763109.238684, -0.049380, 0.020650, -9.769989, -0.002162, 0.002524, -0.003100
1763763109.247906, -0.046238, 0.025289, -9.753978, -0.001639, 0.002762, -0.000900
1763763109.258689, -0.029479, 0.031723, -9.800066, -0.003094, 0.002960, -0.000837
1763763109.268686, -0.064643, 0.018705, -9.767595, -0.003753, 0.001389, -0.004622
1763763109.278677, -0.033519, 0.023643, -9.786898, -0.001531, 0.002495, -0.002900
1763763109.288073, -0.033519, 0.023643, -9.786898, -0.001833, 0.003341, -0.000218
1763763109.298683, -0.051176, 0.022745, -9.753379, -0.002864, 0.002284, -0.002889
1763763109.308675, -0.044442, 0.025738, -9.769989, -0.002720, 0.004318, -0.001724
1763763109.318681, -0.055964, 0.007632, -9.798121, -0.004720, 0.002715, -0.002274
1763763109.328684, -0.050129, 0.027384, -9.770438, -0.003392, 0.004491, -0.002578
1763763109.338677, -0.050278, 0.026635, -9.788993, -0.003376, 0.003032, -0.001354
1763763109.348676, -0.045789, 0.021697, -9.776124, -0.001547, 0.003888, -0.002055
1763763109.358692, -0.057162, 0.013617, -9.792135, -0.002560, 0.002984, -0.002973
1763763109.368685, -0.054917, 0.026037, -9.744401, -0.004958, 0.002659, -0.002279
1763763109.378678, -0.027234, 0.021099, -9.797223, -0.001615, 0.003498, -0.001739
1763763109.388680, -0.038008, 0.016759, -9.803657, -0.001931, 0.002960, -0.002106
1763763109.398676, -0.054019, 0.026486, -9.766697, -0.003063, 0.003741, -0.002913
1763763109.408685, -0.041300, 0.026037, -9.779566, -0.003280, 0.001643, -0.002285
1763763109.418678, -0.041300, 0.021847, -9.772084, -0.001645, 0.002672, -0.002285
1763763109.428679, -0.059556, 0.024690, -9.797971, -0.003133, 0.001723, -0.003234
1763763109.438643, -0.035464, 0.028282, -9.742156, -0.003408, 0.002384, -0.001268
1763763109.448685, -0.045340, 0.032920, -9.787796, -0.001591, 0.002876, -0.001693
1763763109.458100, -0.039055, 0.014365, -9.779566, -0.002905, 0.003191, -0.002224
1763763109.468686, -0.066738, 0.028581, -9.761310, -0.002215, 0.003332, -0.001954
1763763109.478685, -0.024241, 0.026037, -9.767894, -0.002818, 0.005517, -0.002278
1763763109.488677, -0.044592, 0.027982, -9.787496, -0.000550, 0.003874, -0.002053
1763763109.498666, -0.047734, 0.031125, -9.779566, -0.005942, 0.005001, -0.002027
1763763109.508677, -0.046238, 0.027833, -9.737966, -0.001917, 0.003125, -0.002850
1763763109.518682, -0.056413, 0.023942, -9.812187, -0.002356, 0.003699, -0.002483
1763763109.528684, -0.042946, 0.026486, -9.766846, -0.005388, 0.002852, -0.002965
1763763109.538682, -0.058957, 0.027384, -9.786449, -0.003055, 0.003317, -0.000913
1763763109.548679, -0.045340, 0.020201, -9.780763, -0.004568, 0.004307, -0.003002
1763763109.558694, -0.035464, 0.033818, -9.782708, -0.000659, 0.002536, -0.001627
1763763109.568671, -0.049680, 0.031125, -9.784354, -0.004241, 0.002610, -0.001336
1763763109.578183, -0.033220, 0.026187, -9.725846, -0.002131, 0.002886, -0.002553
1763763109.587956, -0.041001, 0.024241, -9.809942, -0.001286, 0.002432, -0.001859
1763763109.598683, -0.051026, 0.020201, -9.790489, -0.003167, 0.003196, -0.002344
1763763109.608677, -0.057610, 0.024241, -9.774628, -0.003136, 0.001871, -0.002075
1763763109.617791, -0.040402, 0.027833, -9.764303, -0.002426, 0.002023, -0.001878
1763763109.627796, -0.049979, 0.015113, -9.806201, -0.002777, 0.002963, -0.001803
1763763109.638083, -0.039205, 0.027683, -9.790788, -0.004503, 0.002999, -0.002062
1763763109.648670, -0.038307, 0.030825, -9.752032, -0.002112, 0.003953, -0.003101
1763763109.658666, -0.042048, 0.030526, -9.795128, -0.002565, 0.002571, -0.001132
1763763109.668669, -0.053570, 0.025738, -9.775825, -0.003089, 0.003057, -0.002233
1763763109.678668, -0.056264, 0.031723, -9.773730, -0.001775, 0.001948, -0.002333
1763763109.688681, -0.040701, 0.015562, -9.775675, -0.004039, 0.001407, -0.002899
1763763109.698665, -0.039055, 0.017508, -9.786150, -0.000619, 0.003333, -0.003002
1763763109.708680, -0.053720, 0.023792, -9.775076, -0.003996, 0.003760, -0.002722
1763763109.718692, -0.046687, 0.030676, -9.765500, -0.002771, 0.002693, -0.003405
1763763109.728689, -0.044891, 0.020949, -9.816077, -0.004064, 0.002187, -0.002464
1763763109.738681, -0.039504, 0.032022, -9.753080, -0.004206, 0.002915, -0.003011
1763763109.748683, -0.053421, 0.019453, -9.784204, -0.000952, 0.002344, -0.002923
1763763109.758697, -0.039654, 0.033968, -9.803208, -0.004802, 0.003337, -0.002557
1763763109.768706, -0.048333, 0.025438, -9.784953, -0.001716, 0.002783, -0.004254
1763763109.778702, -0.050278, 0.026037, -9.769989, -0.003682, 0.004283, -0.002284
1763763109.788684, -0.034267, 0.032771, -9.778368, -0.001771, 0.002761, -0.002856
1763763109.798688, -0.037858, 0.012121, -9.800216, -0.003333, 0.003339, -0.002334
1763763109.808713, -0.061501, 0.030526, -9.770288, -0.002823, 0.002503, -0.003420
1763763109.818693, -0.059855, 0.019752, -9.755324, -0.002823, 0.002503, -0.003420
1763763109.828678, -0.040701, 0.017957, -9.785551, -0.004278, 0.002565, -0.002988
1763763109.838680, -0.052972, 0.033968, -9.804405, -0.006077, 0.002372, -0.002259
1763763109.848675, -0.031125, 0.020650, -9.764751, -0.002194, 0.002344, -0.002386
1763763109.858466, -0.051326, 0.022446, -9.813234, -0.002194, 0.002344, -0.002386
1763763109.868682, -0.039205, 0.016759, -9.794679, -0.002779, 0.002584, -0.002995
1763763109.878685, -0.064494, 0.029628, -9.743353, -0.002805, 0.002476, -0.003247
1763763109.888680, -0.040552, 0.028431, -9.792734, -0.003135, 0.002733, -0.001949
1763763109.897769, -0.036811, 0.025289, -9.791237, -0.003135, 0.002733, -0.001949
1763763109.908692, -0.046088, 0.021697, -9.776124, -0.003742, 0.004089, -0.002153
1763763109.918672, -0.048333, 0.019453, -9.746196, -0.001550, 0.002210, -0.002263
1763763109.928685, -0.043694, 0.009577, -9.800066, -0.003964, 0.002127, -0.001799
1763763109.938685, -0.041899, 0.015263, -9.803059, -0.003552, 0.001116, -0.001653
1763763109.947790, -0.050129, 0.015413, -9.780314, -0.003552, 0.001116, -0.001653
1763763109.958685, -0.040552, 0.020650, -9.790040, -0.003471, 0.003486, -0.003298
1763763109.968685, -0.054767, 0.034417, -9.771186, -0.003639, 0.002020, -0.004034
1763763109.978684, -0.052523, 0.029179, -9.786898, -0.003017, 0.003312, -0.002583
1763763109.988678, -0.049530, 0.022146, -9.771784, -0.003663, 0.004292, -0.003185
1763763109.997785, -0.033818, 0.030975, -9.785401, -0.002624, 0.003778, -0.002341
1763763110.008690, -0.047734, 0.023044, -9.793482, -0.002578, 0.002368, -0.003012
1763763110.018677, -0.050578, 0.033070, -9.769241, -0.001514, 0.003313, -0.002689
1763763110.028693, -0.034417, 0.017358, -9.786898, -0.002762, 0.003768, -0.004108
1763763110.038097, -0.054917, 0.021099, -9.792883, -0.002985, 0.003957, -0.002559
1763763110.047794, -0.051625, 0.029179, -9.771036, -0.003761, 0.003304, -0.002858
1763763110.058693, -0.037858, 0.019154, -9.772084, -0.001722, 0.003155, -0.004176
1763763110.068680, -0.045789, 0.021997, -9.810391, -0.004024, 0.003716, -0.001961
1763763110.078676, -0.036811, 0.027234, -9.750237, 0.000132, 0.002027, -0.003026
1763763110.087973, -0.064195, 0.027084, -9.766397, -0.003782, 0.003114, -0.001221
1763763110.097796, -0.040701, 0.020051, -9.787197, -0.002820, 0.003089, -0.002124
1763763110.108687, -0.051775, 0.020051, -9.790489, -0.004246, 0.002903, -0.002920
1763763110.118676, -0.059107, 0.024241, -9.781511, -0.001385, 0.001760, -0.002732
1763763110.128692, -0.058059, 0.013018, -9.769091, -0.003802, 0.003726, -0.003510
1763763110.138693, -0.048483, 0.030825, -9.820866, -0.004138, 0.002454, -0.001532
1763763110.147829, -0.042647, 0.031873, -9.765051, -0.003408, 0.003495, -0.000752
1763763110.158689, -0.053720, 0.027982, -9.779715, -0.002663, 0.002633, -0.003070
1763763110.168216, -0.036661, 0.024989, -9.793033, -0.000998, 0.002989, -0.002383
1763763110.178692, -0.046986, 0.028282, -9.789442, -0.004897, 0.002839, -0.001568
1763763110.188689, -0.059107, 0.020949, -9.768642, -0.002594, 0.002522, -0.000618
1763763110.197835, -0.039205, 0.016759, -9.769690, -0.001515, 0.002358, -0.001817
1763763110.208690, -0.043395, 0.022446, -9.806051, -0.004144, 0.002159, -0.002535
1763763110.218682, -0.059556, 0.030077, -9.748740, -0.001500, 0.002508, -0.000942
1763763110.228702, -0.046687, 0.023792, -9.777471, -0.001790, 0.003193, -0.002148
1763763110.238688, -0.036811, 0.018555, -9.788693, -0.002903, 0.001813, -0.003041
1763763110.248687, -0.053121, 0.001496, -9.784504, -0.003553, 0.002985, -0.003537
1763763110.258689, -0.045191, 0.031274, -9.755175, -0.002048, 0.004339, -0.002368
1763763110.268383, -0.052373, 0.025588, -9.807398, -0.003644, 0.002797, -0.003524
1763763110.278691, -0.052822, 0.012570, -9.794978, -0.003197, 0.001750, -0.002363
1763763110.288691, -0.053271, 0.023343, -9.753529, -0.004529, 0.002902, -0.000610
1763763110.298687, -0.049829, 0.012270, -9.796175, -0.002873, 0.003413, -0.003300
1763763110.308685, -0.038008, 0.025139, -9.781361, -0.002354, 0.004500, -0.002633
1763763110.318690, -0.048034, 0.019004, -9.800814, -0.004367, 0.001610, -0.002624
1763763110.328696, -0.041899, 0.020351, -9.752631, -0.001001, 0.003327, -0.001832
1763763110.338687, -0.048782, 0.016759, -9.801562, -0.004890, 0.003022, -0.002673
1763763110.348688, -0.056413, 0.010026, -9.790340, -0.003694, 0.002561, -0.002993
1763763110.358692, -0.052373, 0.028431, -9.746196, -0.003877, 0.002458, -0.001859
1763763110.368693, -0.046238, 0.022296, -9.815928, -0.003271, 0.002091, -0.002435
1763763110.378690, -0.043545, 0.017508, -9.774777, -0.000532, 0.003933, -0.002269
1763763110.388690, -0.054169, 0.029179, -9.769091, -0.004025, 0.001426, -0.002731
1763763110.398690, -0.042048, 0.013916, -9.774628, -0.002379, 0.002606, -0.001811
1763763110.408696, -0.057311, 0.013318, -9.785850, -0.002829, 0.001943, -0.002161
1763763110.418689, -0.052672, 0.009427, -9.788544, -0.003060, 0.003079, -0.002340
1763763110.428697, -0.060753, 0.010175, -9.752631, -0.002707, 0.002738, -0.001621
1763763110.438659, -0.051026, 0.014964, -9.778668, -0.002834, 0.001422, -0.001828
1763763110.448692, -0.038158, 0.031125, -9.769540, -0.003975, 0.001735, -0.001528
1763763110.458698, -0.049979, 0.026935, -9.767894, -0.001626, 0.002851, -0.002453
1763763110.468689, -0.043395, 0.029479, -9.774029, -0.002263, 0.003829, -0.001649
1763763110.478690, -0.050278, 0.014365, -9.809493, -0.004728, 0.003379, -0.002983
1763763110.488689, -0.047734, 0.022446, -9.770587, -0.002188, 0.002950, -0.001969
1763763110.498690, -0.051326, 0.036063, -9.755773, -0.004417, 0.003158, -0.002158
1763763110.508704, -0.049231, 0.027833, -9.816077, -0.003125, 0.002987, -0.001445
1763763110.518681, -0.042198, 0.029030, -9.772832, -0.001002, 0.003894, -0.001749
1763763110.527900, -0.058658, 0.025887, -9.773730, -0.003539, 0.002356, -0.002724
1763763110.538680, -0.048782, 0.016460, -9.787646, -0.002674, 0.003276, -0.002598
1763763110.548704, -0.052523, 0.018854, -9.810092, -0.004667, 0.002576, -0.002492
1763763110.558693, -0.034417, 0.016610, -9.765949, -0.001921, 0.003031, -0.002478
1763763110.568705, -0.054917, 0.028431, -9.781661, -0.003038, 0.002745, -0.001969
1763763110.578700, -0.042198, 0.018854, -9.807847, -0.002358, 0.003885, -0.001893
1763763110.588695, -0.050877, 0.019603, -9.759065, -0.003463, 0.002901, -0.001620
1763763110.598694, -0.042198, 0.020351, -9.778219, -0.002676, 0.000493, -0.000967
1763763110.608697, -0.055516, 0.041749, -9.779865, -0.003133, 0.003385, -0.003029
1763763110.618702, -0.033818, 0.019154, -9.794380, -0.002404, 0.002858, -0.002270
1763763110.628691, -0.048333, 0.026635, -9.763405, -0.001202, 0.002414, -0.003032
1763763110.638693, -0.044143, 0.024690, -9.769241, -0.002603, 0.002921, -0.002563
1763763110.648695, -0.034417, 0.016460, -9.795726, -0.002196, 0.002504, -0.003687
1763763110.658215, -0.052972, 0.021997, -9.771635, -0.003265, 0.001798, -0.002364
1763763110.668695, -0.056563, 0.021099, -9.780763, -0.003146, 0.003653, -0.001631
1763763110.678703, -0.043844, 0.015263, -9.789292, -0.002160, 0.003464, -0.000652
1763763110.688694, -0.069282, 0.011372, -9.785701, -0.002800, 0.001865, -0.001997
1763763110.698553, -0.064344, 0.034866, -9.752182, -0.003531, 0.002516, -0.002631
1763763110.708163, -0.047435, 0.018705, -9.803807, -0.005049, 0.003971, -0.001871
1763763110.718694, -0.046986, 0.013767, -9.778368, -0.002443, 0.002689, -0.002463
1763763110.728696, -0.069282, 0.027982, -9.770438, -0.003848, 0.003056, -0.003342
1763763110.737993, -0.050129, 0.019154, -9.779566, -0.001735, 0.001870, -0.002421
1763763110.748692, -0.048931, 0.033818, -9.775076, -0.004315, 0.002231, -0.001717
1763763110.758696, -0.039804, 0.024541, -9.787945, -0.003308, 0.001482, -0.002084
1763763110.768697, -0.043395, 0.029030, -9.756970, -0.003808, 0.003613, -0.003458
1763763110.778701, -0.038607, 0.030676, -9.783606, -0.001609, 0.003479, -0.002437
1763763110.788694, -0.038906, 0.031125, -9.780015, -0.000538, 0.004718, -0.001317
1763763110.798694, -0.061052, 0.026187, -9.775226, -0.004337, 0.003294, -0.002602
1763763110.808708, -0.048333, 0.029030, -9.780164, -0.002119, 0.004114, -0.002459
1763763110.818695, -0.037709, 0.031574, -9.792734, -0.003834, 0.003115, -0.002793
1763763110.828697, -0.045939, 0.022446, -9.803657, -0.002530, 0.003125, -0.003604
1763763110.838695, -0.046837, 0.033519, -9.744999, -0.001509, 0.003162, -0.003435
1763763110.847887, -0.055366, 0.029179, -9.817723, -0.004424, 0.002324, -0.002914
1763763110.858695, -0.044143, 0.017957, -9.783606, -0.001554, 0.001586, -0.002716
1763763110.868693, -0.047435, 0.032920, -9.758018, -0.003162, 0.003424, -0.002278
1763763110.878696, -0.039055, 0.019453, -9.778518, -0.002067, 0.004253, -0.002720
1763763110.888696, -0.047585, 0.024092, -9.801263, -0.003622, 0.001951, -0.002575
1763763110.898701, -0.052224, 0.026037, -9.756372, -0.001493, 0.002135, -0.001980
1763763110.908702, -0.049231, 0.018854, -9.759365, -0.002558, 0.002752, -0.002929
1763763110.918706, -0.035464, 0.024690, -9.809343, -0.003865, 0.002217, -0.003912
1763763110.928696, -0.056713, 0.028730, -9.770438, -0.001799, 0.002345, -0.003604
1763763110.938698, -0.057610, 0.029030, -9.782259, -0.001507, 0.003312, -0.001188
1763763110.948721, -0.038756, 0.022745, -9.779416, -0.002012, 0.003830, -0.002520
1763763110.958709, -0.051176, 0.033070, -9.813084, -0.004188, 0.001472, -0.001476
1763763110.968699, -0.047285, 0.020650, -9.765051, -0.001927, 0.002973, -0.003112
1763763110.978696, -0.062848, 0.032621, -9.776124, -0.002425, 0.003005, -0.002551
1763763110.988683, -0.034716, 0.017358, -9.821165, -0.004410, 0.003566, -0.003843
1763763110.998677, -0.056713, 0.031574, -9.761759, -0.001003, 0.003990, -0.002034
1763763111.008699, -0.055665, 0.017059, -9.771186, -0.003746, 0.003725, -0.003230
1763763111.018550, -0.049979, 0.030526, -9.791537, -0.001881, 0.004590, -0.001933
1763763111.028697, -0.056563, 0.019603, -9.805154, -0.003084, 0.003052, -0.003061
1763763111.037948, -0.050877, 0.024840, -9.750536, -0.002483, 0.003286, -0.002454
1763763111.048719, -0.057162, 0.024989, -9.759813, -0.003785, 0.002243, -0.003085
1763763111.058699, -0.041001, 0.024092, -9.780314, -0.003153, 0.002944, -0.001623
1763763111.068697, -0.042497, 0.026635, -9.789292, -0.003162, 0.002190, -0.002113
1763763111.078697, -0.046388, 0.033070, -9.767445, -0.003650, 0.003341, -0.003285
1763763111.088698, -0.049231, 0.030227, -9.766248, -0.003169, 0.002507, -0.003066
1763763111.098726, -0.053271, 0.023942, -9.801562, -0.004197, 0.002743, -0.001539
1763763111.108709, -0.049680, 0.025438, -9.753828, -0.002962, 0.002950, -0.003028
1763763111.118697, -0.046238, 0.023493, -9.775076, -0.003888, 0.002566, -0.003846
1763763111.128699, -0.042048, 0.021249, -9.797971, -0.003074, 0.003324, -0.001495
1763763111.138721, -0.045340, 0.015113, -9.761310, -0.002355, 0.003685, -0.002910
1763763111.148705, -0.047136, 0.022745, -9.794679, -0.003731, 0.003446, -0.002925
1763763111.158698, -0.043993, 0.029928, -9.772682, -0.002286, 0.002979, -0.001973
1763763111.168700, -0.052972, 0.024092, -9.786449, -0.004386, 0.003794, -0.001880
1763763111.178701, -0.063746, 0.022595, -9.759215, -0.000792, 0.003289, -0.001556
1763763111.188708, -0.048333, 0.016161, -9.785102, -0.003564, 0.004083, -0.003215
1763763111.198706, -0.038906, 0.025738, -9.789891, -0.003164, 0.003297, -0.002680
1763763111.208700, -0.071227, 0.040253, -9.756521, -0.003521, 0.002947, -0.001769
1763763111.218698, -0.044143, 0.024840, -9.756521, -0.001660, 0.003270, -0.002047
1763763111.228724, -0.033070, 0.023942, -9.796325, -0.003806, 0.001817, -0.002296
1763763111.238699, -0.054468, 0.021398, -9.801862, -0.002933, 0.002619, -0.002899
1763763111.248701, -0.054468, 0.036811, -9.742156, -0.000798, 0.002950, -0.003439
1763763111.258716, -0.051625, 0.023343, -9.779566, -0.004394, 0.002557, -0.002092
1763763111.268711, -0.051625, 0.023343, -9.779566, -0.003476, 0.004552, -0.000550
1763763111.278701, -0.062249, 0.018854, -9.778817, -0.003628, 0.001895, -0.001864
1763763111.288702, -0.050727, 0.014066, -9.788245, -0.002411, 0.005136, -0.001319
1763763111.298701, -0.051924, 0.039355, -9.796475, -0.003273, 0.002940, -0.001532
1763763111.308703, -0.051924, 0.039355, -9.796475, -0.003001, 0.002816, -0.001324
1763763111.318701, -0.058508, 0.012270, -9.832088, -0.001270, 0.002792, -0.000816
1763763111.328700, -0.039055, 0.015113, -9.775376, -0.005237, 0.003146, -0.002325
1763763111.338701, -0.048483, 0.019752, -9.774478, -0.001361, 0.002884, -0.003266
1763763111.348707, -0.061351, 0.027384, -9.791537, -0.003459, 0.002806, -0.001309
1763763111.358712, -0.061950, 0.026037, -9.780164, -0.003525, 0.003544, -0.002962
1763763111.368703, -0.046537, 0.025738, -9.750386, -0.004255, 0.003591, -0.001689
1763763111.378701, -0.031723, 0.020500, -9.768492, -0.002043, 0.002824, -0.001671
1763763111.388701, -0.043844, 0.027533, -9.816376, -0.004459, 0.003461, -0.001993
1763763111.398704, -0.045490, 0.031274, -9.755923, -0.002758, 0.002916, -0.002628
1763763111.408704, -0.047734, 0.032322, -9.762357, -0.003355, 0.002451, -0.001834
1763763111.418701, -0.031424, 0.031125, -9.777920, -0.002775, 0.001395, -0.004151
1763763111.428703, -0.050428, 0.022146, -9.807548, -0.004057, 0.004264, -0.002691
1763763111.438668, -0.053421, 0.019603, -9.759813, -0.004030, 0.001818, -0.002642
1763763111.448703, -0.042946, 0.040253, -9.769091, 0.000532, 0.003477, -0.001744
1763763111.458701, -0.036063, 0.018405, -9.813833, -0.003405, 0.002782, -0.002109
1763763111.468702, -0.050428, 0.027683, -9.739762, -0.003819, 0.003841, -0.002090
1763763111.478704, -0.055516, 0.028431, -9.782858, -0.001598, 0.003164, -0.002282
1763763111.488703, -0.027833, 0.016909, -9.789591, -0.003547, 0.003481, -0.001442
1763763111.498716, -0.059256, 0.023792, -9.786898, -0.001753, 0.004610, -0.002240
1763763111.508331, -0.044891, 0.018705, -9.764003, -0.003484, 0.002778, -0.003147
1763763111.518068, -0.051475, 0.027384, -9.766697, -0.002324, 0.001736, -0.003862
1763763111.528705, -0.054169, 0.013767, -9.803059, -0.003333, 0.001033, -0.002251
1763763111.538707, -0.054767, 0.020500, -9.767295, -0.002133, 0.002333, -0.002544
1763763111.548703, -0.054019, 0.023643, -9.794230, -0.002155, 0.002464, -0.002393
1763763111.558705, -0.042048, 0.026486, -9.773580, -0.004565, 0.004531, -0.001190
1763763111.568717, -0.059406, 0.037858, -9.785252, -0.002226, 0.003324, -0.003147
1763763111.578734, -0.035913, 0.011971, -9.755025, -0.002826, 0.002816, -0.003564
1763763111.588705, -0.044293, 0.017508, -9.795726, -0.002767, 0.004393, -0.001436
1763763111.598718, -0.044293, 0.023493, -9.784803, -0.005096, 0.003388, -0.000893
1763763111.608716, -0.047136, 0.016161, -9.742455, -0.001831, 0.003406, -0.002074
1763763111.618705, -0.048931, 0.015113, -9.796325, -0.003029, 0.001894, -0.002427
1763763111.628706, -0.035913, 0.024241, -9.793931, -0.004017, 0.002567, -0.002596
1763763111.638704, -0.054019, 0.034866, -9.801263, -0.003378, 0.003828, -0.002722
1763763111.648140, -0.041450, 0.030376, -9.750386, -0.002508, 0.002833, -0.003906
1763763111.658554, -0.044143, 0.026187, -9.810989, -0.001217, 0.003369, -0.002593
1763763111.668706, -0.047734, 0.025438, -9.776872, -0.004623, 0.001945, -0.002209
1763763111.678720, -0.053271, 0.024690, -9.771485, -0.000878, 0.002977, -0.002214
1763763111.688714, -0.048483, 0.011672, -9.809044, -0.002756, 0.002599, -0.002127
1763763111.698720, -0.052523, 0.027533, -9.790788, -0.002776, 0.003013, -0.003397
1763763111.708717, -0.049829, 0.031574, -9.794080, -0.002131, 0.003580, -0.000337
1763763111.718720, -0.055665, 0.028730, -9.751284, -0.000605, 0.003103, -0.003372
1763763111.728730, -0.034866, 0.025139, -9.803657, -0.002863, 0.003617, -0.002116
1763763111.738714, -0.046388, 0.021548, -9.800216, -0.003839, 0.002751, -0.003478
1763763111.748715, -0.065392, 0.023044, -9.771784, -0.002794, 0.002822, -0.001916
1763763111.758706, -0.038607, 0.025738, -9.767595, -0.002033, 0.002487, -0.003238
1763763111.768712, -0.052074, 0.006434, -9.799617, -0.001618, 0.003472, -0.002828
1763763111.778709, -0.063297, 0.021548, -9.786000, -0.003398, 0.001815, -0.002917
1763763111.788712, -0.040253, 0.031723, -9.761908, -0.003398, 0.001815, -0.002917
1763763111.798707, -0.050278, 0.022895, -9.809792, -0.005589, 0.003806, -0.002192
1763763111.808716, -0.048183, 0.018854, -9.770887, -0.001231, 0.004575, -0.001160
1763763111.818706, -0.055516, 0.029329, -9.766098, -0.002959, 0.002385, -0.001220
